"","GAZP","SBER","GMKN","MGNT"
"2025-03-27",155.25,311.96,122.98,4520
"2025-03-28",145.43,308.04,121.56,4421.5
"2025-03-31",145.69,309.72,123.3,4417.5
"2025-04-01",137.5,303.24,120.8,4649.5
"2025-04-02",139.23,306.11,120.1,4736.5
"2025-04-03",134.54,302.09,116.42,4658
"2025-04-04",126.7,285.35,110.9,4415.5
"2025-04-07",125.57,287.56,111.32,4395
"2025-04-08",121.91,282.03,106.8,4345
"2025-04-09",127.76,293.4,116.08,4518
"2025-04-10",127.77,292.46,114.04,4583
"2025-04-11",132.91,299.81,117.1,4567.5
